season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2019,2,DET,REG,LAC,22,30,245,2,2,0,0,0,0,310,80,12,4.73803765910214,4.25742626190186,0,28,94,0,0,0,7,-4.43117500806693,0,22,30,245,2,0,0,310,80,12,4.73803765910214,0,0,34,3,23,1,4,1,1,6,4,1,0,5,0,0,0,0,0,0,1,1,0,8,71,0,4,17,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,40,,0,40,0,1,2,1,0,0.5,0,0,0,0,0
2019,2,GB,REG,MIN,22,34,209,2,0,2,-18,2,0,259,106,12,5.12158939987421,7.40893319729836,0,33,144,1,33,1,8,-8.32962779438822,0,22,31,209,2,22,1,259,106,12,4.75434288859833,0,0,39,1,13,2,3,3,1,7,5,2,5,6,0,0,0,0,0,1,2,2,0,6,35,2,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0
2019,2,HOU,REG,JAX,16,29,159,0,0,4,-22,4,0,371,35,9,-5.80758851283966,-6.03450475067928,0,30,126,1,30,0,8,-0.941008044930641,0,16,29,159,0,16,0,371,35,9,-0.472764091513025,0,0,39,9,17,3,26,3,4,35,7,0,0,3,0,0,0,0,2,3,1,1,0,7,47,4,1,5,0,0,2,2,0,0,39,1,0,1,1,0,0,0,0,0,0,0,0,0,39;22,,,61,0,0,1,1,0,0,1,0,0,0,0,0
2019,2,IND,REG,TEN,17,28,146,3,1,3,-25,3,1,140,104,8,-4.74686445886619,-4.16682431331048,0,34,167,0,34,0,11,3.419781847595,0,17,26,146,3,17,0,140,104,8,3.88900589605328,0,0,36,6,20,5,36,2,4,35,5,0,0,1,0,0,0,0,0,0,0,0,0,8,65,4,4,42,2,38,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,3,2,0,0.333333333333333,0,0,0,0,0
2019,2,JAX,REG,HOU,23,33,213,1,0,4,-35,4,1,212,111,10,-6.44329307108174,-0.567848032171078,0,21,103,0,21,0,5,1.0569267471293,0,23,33,213,1,23,0,212,111,10,3.91846802234894,0,0,36,1,27,4,28,0,3,16,7,0,0,4,0,0,0,0,2,2,0,0,0,9,70,3,4,9,1,20,2,2,0,0,40,1,0,0,1,1,0,0,0,0,0,0,0,0,40;32,,,72,0,0,0,0,0,0,,0,0,0,0,0
2019,2,KC,REG,LV,30,44,443,4,0,2,-7,2,1,557,138,18,25.7527276350302,8.08640996163542,0,22,31,0,22,0,3,-13.1641667605727,0,30,44,443,4,30,0,557,138,18,32.0632786510396,0,0,37,7,15,4,20,3,3,20,5,2,10,6,0,0,0,0,0,0,0,0,0,10,114,4,6,48,2,37,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0
2019,2,LA,REG,NO,19,28,283,1,0,3,-18,3,1,200,146,11,7.71502874295396,0.479662844112943,0,30,115,2,30,0,7,1.08219489644468,0,19,28,283,1,19,0,200,146,11,13.9344995943683,0,0,32,4,22,5,32,1,2,16,3,1,0,7,0,0,0,0,0,0,0,0,0,8,65,2,2,42,0,0,2,2,0,0,24,1,0,2,0,0,0,0,0,0,0,0,0,0,24;22,,,46,0,0,3,3,0,0,1,0,0,0,0,0
2019,2,LAC,REG,DET,21,36,293,0,1,1,-6,1,0,378,94,13,0.919868745519679,-5.2240926027298,0,25,137,1,25,1,6,-2.81476845563157,0,21,35,293,0,21,0,378,94,13,5.07795364638356,0,0,36,3,29,1,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,9,70,5,1,0,2,47,1,3,2,0,39,0.333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,39,39;41,,39,80,0,1,1,0,0,1,0,0,0,0,0
2019,2,LV,REG,KC,23,38,198,1,2,3,-20,3,0,252,119,12,-12.7790478968527,-6.86942532255843,0,19,129,0,19,0,5,3.86003616858741,0,23,37,198,1,23,0,252,119,12,-8.44468214339577,0,0,49,7,11,7,22,1,2,7,3,0,0,2,0,0,0,0,2,2,1,1,0,7,52,3,2,10,1,30,1,1,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,29,,,29,0,0,1,1,0,0,1,0,0,0,0,0
2019,2,MIA,REG,NE,18,39,186,0,4,7,-44,0,0,478,61,7,-40.4753586986335,-16.1023933918048,0,15,42,0,0,0,3,-4.17692382913083,0,18,39,186,0,0,0,478,61,7,-30.2175960429013,0,0,38,2,32,2,9,1,2,9,3,0,0,3,0,0,0,0,0,0,1,1,0,4,22,5,2,5,1,39,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0
2019,2,MIN,REG,GB,14,32,230,1,2,1,-7,1,1,335,115,6,-13.4167368755825,-10.9726111094157,0,27,198,1,27,0,8,9.31425948406104,0,14,27,230,1,14,0,335,115,6,-3.99064779873333,0,0,49,1,17,7,32,1,2,18,9,0,0,4,0,3,0,0,2,2,2,2,0,8,100,5,4,25,0,0,1,2,1,0,31,0.5,0,0,1,0,0,0,0,0,0,1,0,0,31,47,,31,47,0,1,2,0,1,0.5,0,0,0,0,0
2019,2,NE,REG,MIA,20,28,264,2,0,2,-9,2,0,264,91,13,15.9714057895707,9.01764311960765,0,35,124,2,35,1,11,-3.71091049924144,0,20,28,264,2,20,0,264,91,13,18.989167209098,0,0,34,1,19,7,42,0,7,44,12,4,128,12,2,0,0,0,0,0,0,0,0,5,54,3,3,9,0,0,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,0,1,0,0,28,48,,28,48,0,4,6,2,0,0.666666666666667,0,0,0,0,0
2019,2,NO,REG,LA,20,35,203,0,1,2,-16,2,0,251,106,11,-3.91138090268211,-7.9803409986198,0,20,57,0,20,0,2,-7.9844208530671,0,20,32,203,0,20,0,251,106,11,2.84174101026295,0,0,38,3,19,4,23,1,3,18,6,0,0,0,0,0,0,0,1,1,1,1,0,11,87,4,3,34,0,0,3,3,0,0,52,1,0,0,1,1,1,0,0,0,0,0,0,0,34;52;42,,,128,0,0,0,0,0,0,,0,0,0,0,0
2019,2,NYG,REG,BUF,26,45,250,1,2,1,-9,1,0,359,89,14,-8.68127586946024,-7.07296478477391,0,20,129,1,20,0,7,4.3306149825803,0,26,44,250,1,26,0,359,89,14,-6.73568862650676,0,0,37,6,28,1,5,0,3,16,6,0,0,1,0,0,0,0,1,1,0,0,0,7,40,5,3,75,2,40,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,48,,0,48,0,2,2,0,0,1,0,0,0,0,0
2019,2,NYJ,REG,CLE,23,31,201,0,0,4,-32,4,0,165,131,6,-10.5234264092287,6.01568073034287,0,24,93,0,24,0,4,-5.51904992989759,0,23,30,201,0,23,1,165,131,6,-8.96867145493161,0,0,33,0,28,6,23,0,3,20,6,1,13,7,0,0,0,0,0,0,0,0,0,12,89,0,1,5,3,50,1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,0,0,0,0,,0,0,0,0,0
2019,2,PHI,REG,ATL,28,48,255,1,2,3,-18,3,0,432,80,11,-3.24318023902866,-5.26363485037012,1,21,49,1,21,0,5,-4.26544553604606,0,28,47,255,1,28,0,432,80,11,1.81150688581704,1,0,39,0,16,4,24,1,1,10,6,3,14,10,0,0,0,0,0,0,0,0,0,7,60,6,1,8,5,125,2,2,0,0,41,1,0,0,1,1,0,0,0,0,0,0,0,0,34;41,,,75,0,0,0,0,0,0,,0,0,0,0,0
2019,2,PIT,REG,SEA,20,34,187,2,1,1,-7,1,0,261,96,10,-6.73623203509971,-9.07284319400787,0,16,81,1,16,0,5,2.84645557799377,0,20,34,187,2,20,0,261,96,10,-4.33786765602901,0,0,42,15,25,5,23,1,4,26,7,0,0,3,0,1,0,0,1,1,2,2,0,5,78,5,2,12,0,0,2,2,0,0,41,1,0,0,1,1,0,0,0,0,0,0,0,0,41;33,,,74,0,0,2,2,0,0,1,0,0,0,0,0
2019,2,SEA,REG,PIT,29,35,300,3,0,4,-26,4,0,256,146,15,13.4962411046514,14.36804660729,0,33,151,1,33,2,11,-12.4243186463136,0,29,35,300,3,29,0,256,146,15,20.867589299895,0,0,28,6,12,2,11,0,1,7,2,1,0,3,0,0,0,0,0,0,0,0,0,10,93,4,2,10,2,23,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,58,,0,58,0,4,4,0,0,1,0,0,0,0,0
2019,2,SF,REG,CIN,18,26,312,3,1,0,0,0,0,187,220,14,17.8523924456582,3.70558580526939,0,42,259,2,0,0,15,11.9809282390052,0,18,26,312,3,0,0,187,220,14,17.8523924456582,0,0,36,0,32,9,30,0,4,20,7,1,0,8,0,0,0,0,0,0,0,0,0,9,75,4,2,4,1,13,2,3,1,0,38,0.666666666666667,0,0,2,0,0,0,0,0,1,0,0,0,33;38,39,,71,39,0,5,5,0,0,1,0,0,0,0,0
2019,2,TB,REG,CAR,16,25,208,1,0,3,-19,3,0,305,72,9,4.6964943532214,8.19216418266296,0,31,100,1,31,0,6,-2.30619755975204,0,16,25,208,1,16,0,305,72,9,8.27729455869053,0,0,37,1,29,5,25,1,3,20,6,0,0,5,0,1,0,0,1,1,1,1,0,12,66,1,3,21,0,0,2,3,1,0,40,0.666666666666667,0,0,1,1,0,0,0,0,0,1,0,0,40;32,42,,72,42,0,2,2,0,0,1,0,0,0,0,0
2019,2,TEN,REG,IND,19,28,154,1,0,4,-35,4,0,149,71,7,-3.92266806429339,0.853672852882976,0,24,124,1,24,0,9,-0.912771216605491,0,19,26,154,1,19,0,149,71,7,2.85631791985361,0,0,38,8,24,3,12,0,2,7,4,1,0,5,0,0,0,0,2,2,1,1,0,5,75,3,2,26,1,26,1,2,1,0,49,0.5,0,0,0,1,0,0,0,0,0,1,0,0,49,45,,49,45,0,2,2,0,0,1,0,0,0,0,0
2019,2,WAS,REG,DAL,26,37,221,2,0,1,-13,0,0,224,102,12,6.97902713692747,0.247645700300061,0,17,47,1,0,0,4,-1.73927354472107,0,26,37,221,2,0,0,224,102,12,8.69029837823473,0,0,42,8,26,4,12,0,1,8,2,1,23,3,0,0,0,0,0,0,0,0,0,6,44,4,1,9,1,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,ARI,REG,CAR,30,43,173,2,2,8,-46,0,0,242,113,9,-15.1796698944523,-2.34445950814656,0,22,121,0,0,0,10,8.74592954857508,0,30,42,173,2,0,0,242,113,9,-5.43443959497344,0,0,38,1,23,1,10,2,2,21,3,0,0,2,0,0,0,0,0,0,1,1,0,7,52,4,2,20,1,19,2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,34;47,,,81,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,ATL,REG,IND,29,34,304,3,1,0,0,0,0,292,92,17,21.2982144468441,20.6807138341846,0,20,93,0,0,0,6,0.263850399642251,0,29,33,304,3,0,0,292,92,17,22.0184629195719,0,0,39,8,14,5,15,0,1,10,5,0,0,3,0,0,0,0,0,0,0,0,0,16,128,6,1,10,2,45,1,1,0,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,BAL,REG,KC,22,43,267,0,0,3,-18,0,0,483,130,14,0.612516381453513,-8.35318839134172,0,32,203,4,0,0,16,16.0875828765859,0,22,43,267,0,0,0,483,130,14,4.17333021129901,0,0,43,2,12,4,16,2,1,11,8,0,0,1,0,0,0,0,0,0,0,0,0,7,60,5,0,0,2,47,1,1,0,0,39,1,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,1,1,0,0,1,0,0,0,0,0
2019,3,BUF,REG,CIN,23,36,243,1,1,1,-2,1,0,302,122,12,0.566333367610733,6.3244463819446,1,36,175,1,36,1,11,-2.2054123726557,0,23,33,243,1,23,0,302,122,12,6.49139559269455,1,0,37,4,6,8,20,2,2,10,3,2,1,7,0,0,0,0,1,1,2,2,0,7,55,5,3,4,1,23,2,3,1,0,45,0.666666666666667,0,0,1,1,0,0,0,0,0,0,0,1,34;45,62,,79,62,0,1,1,0,0,1,0,0,0,0,0
2019,3,CAR,REG,ARI,19,26,261,4,0,2,-21,2,1,215,109,14,13.6543864541163,10.9635823965073,0,31,173,1,31,0,4,0.179822470374607,0,19,25,261,4,19,0,215,109,14,22.5501702187758,0,0,58,2,6,10,50,0,8,46,9,2,25,4,0,0,0,0,1,1,0,0,0,3,35,2,1,0,2,36,1,1,0,0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,36,,,36,0,0,5,5,0,0,1,0,0,0,0,0
2019,3,CHI,REG,WAS,25,31,231,3,1,3,-23,0,0,162,120,15,8.87398387921845,11.5711948563976,0,24,90,0,0,0,2,-3.42774877266053,0,25,31,231,3,0,0,162,120,15,13.2400422948353,0,0,47,3,19,2,22,3,4,45,8,3,96,5,1,0,0,0,0,0,2,2,0,9,59,3,1,3,2,52,1,2,1,0,38,0.5,0,0,1,0,0,0,0,0,0,1,0,0,38,44,,38,44,0,4,4,0,0,1,0,0,0,0,0
2019,3,CIN,REG,BUF,20,36,250,1,2,2,-10,2,0,285,113,12,-1.97169592870663,-8.08347235707676,0,19,66,1,19,0,4,-1.40973904120619,0,20,34,250,1,20,2,285,113,12,-5.33881886238263,0,0,49,7,19,4,8,2,1,2,8,1,27,3,0,0,0,0,0,0,1,1,0,8,54,3,2,8,2,37,1,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,43,,,43,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,CLE,REG,LA,18,36,195,1,1,3,-20,3,0,253,83,11,-4.86186800689355,-11.179205687607,0,24,95,0,24,0,4,-5.67141204146901,0,18,34,195,1,18,0,253,83,11,0.175756069231667,0,0,37,0,18,4,16,1,2,14,3,2,15,6,0,0,0,0,1,1,1,1,0,8,60,3,0,0,1,12,2,2,0,0,35,1,0,1,1,0,0,0,0,0,0,0,0,0,23;35,,,58,0,0,1,1,0,0,1,0,0,0,0,0
2019,3,DAL,REG,MIA,19,32,246,2,1,1,-5,0,0,413,105,12,5.03624964607664,0.220669706662495,0,34,235,2,0,0,15,9.77250729547814,0,19,30,246,2,0,0,413,105,12,7.42487245161103,0,0,37,0,22,3,18,2,3,18,10,0,0,10,0,0,0,0,0,0,1,1,0,8,100,3,1,13,0,0,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,0,0,1,0,28,55,,28,55,0,4,4,0,0,1,0,0,0,0,0
2019,3,DEN,REG,GB,20,29,213,0,1,6,-52,6,1,132,129,12,-6.33964527044336,0.583640166691374,0,38,149,2,38,0,9,3.80734400969232,0,20,28,213,0,20,1,132,129,12,2.60852151480503,0,0,31,1,13,5,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,27,5,1,3,1,60,1,1,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,1,2,1,0,0.5,0,0,0,0,0
2019,3,DET,REG,PHI,18,32,201,1,0,0,0,0,0,306,50,11,5.25333054895931,-1.8824115395546,0,28,86,1,0,0,5,-3.95180542342132,0,18,32,201,1,0,0,306,50,11,5.25333054895931,0,1,37,2,30,3,13,2,3,13,6,0,0,8,0,0,0,0,0,0,2,2,0,9,61,2,1,24,1,100,2,3,0,1,33,0.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,25;33,,46,58,0,46,3,3,0,0,1,0,0,0,0,0
2019,3,GB,REG,DEN,17,29,235,1,0,0,0,0,0,258,77,8,6.42095100870167,-4.59757270636382,0,23,77,2,0,0,7,1.94233508586433,0,17,27,235,1,0,0,258,77,8,8.63848499874396,0,0,45,1,35,7,48,2,6,52,7,1,0,3,0,0,0,0,0,0,2,2,0,7,53,4,0,0,0,0,2,3,1,0,42,0.666666666666667,0,0,0,2,0,0,0,0,0,1,0,0,42;41,45,,83,45,0,3,3,0,0,1,0,0,0,0,0
2019,3,HOU,REG,LAC,25,34,351,3,0,2,-14,2,0,283,165,15,20.5352200177017,8.21573681691114,0,19,39,1,19,1,4,-8.17025889625074,0,25,34,351,3,25,0,283,165,15,23.9023907138484,0,0,48,1,15,8,36,1,5,25,13,0,0,5,0,0,0,0,1,1,1,1,0,6,65,5,2,34,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,56,,0,56,0,3,4,1,0,0.75,0,0,0,0,0
2019,3,IND,REG,ATL,28,37,310,2,0,1,-10,0,0,206,167,15,17.4653342214016,6.688408801953,0,24,79,1,0,0,7,-5.38462396035902,0,28,36,310,2,0,0,206,167,15,20.7476655525471,0,0,39,6,12,4,11,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,4,39,4,0,0,1,31,2,2,0,0,49,1,0,1,0,1,0,0,0,0,0,0,0,0,49;21,,,70,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,JAX,REG,TEN,20,30,204,2,0,0,0,0,0,213,75,8,1.49907222675315,-0.599859853585561,0,20,88,0,0,0,2,-6.054417548934,0,20,30,204,2,0,0,213,75,8,1.49907222675315,0,0,41,1,29,10,55,2,9,55,13,0,0,4,0,0,0,0,0,0,1,1,0,4,30,2,2,11,0,0,2,2,0,0,48,1,0,0,0,2,0,0,0,0,0,0,0,0,40;48,,,88,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,KC,REG,BAL,27,37,374,3,0,1,-11,1,0,326,190,14,16.3033408778849,12.120127422469,0,25,140,1,25,0,10,-0.140163284318987,0,27,35,374,3,27,0,326,190,14,20.733027649416,0,0,47,0,16,2,17,0,3,18,6,0,0,5,0,0,0,0,3,4,0,0,0,4,31,4,1,9,0,0,2,2,0,0,42,1,0,0,1,1,0,0,0,0,0,0,0,0,42;36,,,78,0,0,3,4,1,0,0.75,0,0,0,0,0
2019,3,LA,REG,CLE,24,38,268,2,2,2,-14,2,1,390,70,16,2.09812849693682,3.25223474126113,0,24,90,0,24,0,3,0.699318744998891,0,24,38,268,2,24,0,390,70,16,7.57755727795867,0,0,35,0,26,4,22,1,3,20,3,1,0,8,0,0,0,0,0,0,0,0,0,7,49,5,2,0,0,0,2,3,1,0,53,0.666666666666667,0,0,1,0,1,0,0,0,0,1,0,0,53;37,48,,90,48,0,2,2,0,0,1,0,0,0,0,0
2019,3,LAC,REG,HOU,31,46,318,2,0,5,-25,5,1,471,161,17,4.1119333372646,5.0184357425441,0,18,73,0,18,0,4,-2.70438607253931,0,31,46,318,2,31,0,471,161,17,13.6369739694366,0,0,34,2,16,4,12,0,2,14,7,0,0,3,0,0,0,0,0,0,1,1,0,7,69,5,2,-1,1,23,2,2,0,0,43,1,0,0,1,1,0,0,0,0,0,0,0,0,34;43,,,77,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,LV,REG,MIN,27,34,242,2,1,4,-28,4,0,211,105,14,0.123491124826639,8.33353318951346,0,20,88,0,20,0,3,-2.89682321314467,0,27,33,242,2,27,0,211,105,14,8.24872048583347,0,0,39,4,22,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,0,0,7,84,2,2,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,51,,0,51,0,2,2,0,0,1,0,0,0,0,0
2019,3,MIA,REG,DAL,20,41,229,0,0,3,-18,3,0,389,90,12,-7.9758347303244,-14.905479841116,0,24,72,0,24,1,2,-11.9677741405404,0,20,41,229,0,20,0,389,90,12,-3.03539315996326,0,0,42,1,15,1,5,0,1,5,4,1,21,4,0,4,0,0,0,0,0,0,0,5,35,2,2,1,1,26,2,3,1,0,33,0.666666666666667,0,1,1,0,0,0,0,0,0,1,0,0,22;33,47,,55,47,0,0,0,0,0,,0,0,0,0,0
2019,3,MIN,REG,LV,15,21,174,1,0,0,0,0,0,100,103,8,8.0768003711067,-0.225749760866165,0,38,211,3,38,0,12,4.4166672193858,0,15,20,174,1,15,0,100,103,8,9.79679174353926,0,0,43,2,12,5,29,0,4,28,5,1,13,1,0,1,0,0,1,1,0,0,0,6,59,3,3,21,1,25,2,2,0,0,50,1,0,1,0,0,1,0,0,0,0,0,0,0,50;24,,,74,0,0,4,4,0,0,1,0,0,0,0,0
2019,3,NE,REG,NYJ,30,45,320,2,1,1,-7,1,0,305,146,17,1.52407090197084,1.37232756891916,0,27,68,2,27,0,3,-6.26097135046771,0,30,43,320,2,30,0,305,146,17,4.90514610754326,0,0,16,17,23,4,24,0,5,29,10,1,24,4,0,1,0,0,0,0,0,0,0,8,70,2,8,44,0,0,1,1,0,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,37,,,37,0,0,3,4,1,0,0.75,0,0,0,0,0
2019,3,NO,REG,SEA,19,27,177,2,0,0,0,0,0,95,135,9,9.24206363240955,-3.07458098287936,0,23,88,1,23,0,4,-4.05460322888382,0,19,27,177,2,19,0,95,135,9,9.24206363240955,0,1,43,6,26,2,7,1,0,0,3,0,0,3,0,1,0,0,0,0,1,1,1,11,70,4,3,53,3,60,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,4,1,0,0.75,0,0,0,0,0
2019,3,NYG,REG,TB,23,36,336,2,0,5,-24,5,2,348,154,11,4.79272456595671,3.92869156267908,1,19,72,2,19,0,6,2.23365255940007,0,23,36,336,2,23,0,348,154,11,18.4841401492641,1,0,47,2,28,4,25,0,4,25,10,1,13,4,0,1,0,0,1,1,0,0,0,6,59,5,1,13,1,22,1,1,0,0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,36,,,36,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,NYJ,REG,NE,12,22,98,0,1,5,-29,0,0,145,62,4,-16.7998934881762,-14.2508100379597,0,20,36,0,0,0,1,-12.4522722272668,0,12,22,98,0,0,0,145,62,4,-10.5452841671649,0,0,48,10,14,6,26,0,1,7,4,1,61,2,1,0,0,0,0,0,1,1,1,5,67,3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,PHI,REG,DET,19,36,259,2,0,3,-13,3,0,399,83,11,3.07731543969265,-8.22750449180603,0,30,127,1,30,1,6,-6.97085305611836,0,19,36,259,2,19,1,399,83,11,-0.978029445813547,0,0,38,1,9,3,4,0,0,0,4,0,0,6,0,0,0,18,1,1,0,0,0,4,30,4,1,2,3,54,1,1,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,PIT,REG,SF,14,27,174,2,1,2,-14,2,0,156,140,5,-6.57889419388874,-11.5648129811654,0,22,79,0,22,1,5,-7.39589798702274,0,14,26,174,2,14,0,156,140,5,-3.80544688100844,0,0,58,6,12,4,33,1,1,9,8,2,21,5,0,0,0,0,1,1,3,3,0,6,42,3,1,0,2,42,2,2,0,0,46,1,0,1,0,1,0,0,0,0,0,0,0,0,46;26,,,72,0,0,2,2,0,0,1,0,0,0,0,0
2019,3,SEA,REG,NO,32,50,406,2,0,0,0,0,0,562,102,18,9.74299844127381,9.16591704539631,0,26,108,2,26,1,5,-12.2315164186584,0,32,46,406,2,32,0,562,102,18,11.6921865460754,0,0,17,10,40,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,7,53,4,3,12,2,47,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,SF,REG,PIT,23,32,277,1,2,1,-9,1,0,257,91,14,3.58501747978153,10.5734645358978,0,40,168,2,40,2,12,-15.2957147125692,0,23,31,277,1,23,0,257,91,14,6.00663586752489,0,0,37,2,14,4,18,2,2,14,5,1,4,4,0,0,0,0,1,3,1,1,0,5,71,4,5,53,2,48,1,1,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,24,,,24,0,0,3,3,0,0,1,0,0,0,0,0
2019,3,TB,REG,NYG,23,37,380,3,1,4,-25,0,0,472,95,16,9.44122230473821,6.67740197645294,0,32,144,0,0,0,6,-1.34644299700905,0,23,36,380,3,0,0,472,95,16,15.505779281599,0,0,33,1,23,5,22,2,5,24,12,0,0,3,0,0,0,0,0,0,2,2,0,4,30,4,5,9,0,0,4,5,1,0,52,0.8,0,2,0,1,1,0,0,0,1,0,0,0,47;27;52;23,34,,149,34,0,1,3,1,1,0.333333333333333,0,1,1,0,34
2019,3,TEN,REG,JAX,23,40,304,0,0,9,-55,9,0,431,61,15,-6.71572751371423,-0.796426283685787,0,26,91,1,26,0,7,-1.32557577354601,0,23,38,304,0,23,0,431,61,15,8.54791027290048,0,0,29,3,19,3,8,0,0,0,2,0,0,3,0,1,0,0,2,2,0,0,0,9,101,5,1,0,1,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1,0,0,0,0,0
2019,3,WAS,REG,CHI,30,43,332,2,3,4,-45,4,1,251,183,20,-11.4188100349258,1.08318257899511,0,21,69,0,21,1,2,-7.49709767679451,0,30,42,332,2,30,0,251,183,20,0.263979937794153,0,0,41,5,23,3,26,0,3,23,3,1,2,1,0,0,0,0,1,1,0,0,0,9,61,4,2,15,3,102,1,2,1,0,35,0.5,0,0,1,0,0,0,0,0,0,1,0,0,35,43,,35,43,0,0,0,0,0,,0,0,0,0,0
2019,4,ARI,REG,SEA,22,32,241,0,1,4,-35,0,0,164,164,12,-8.28857801046995,-1.02678706248601,0,23,115,1,0,0,7,1.77035742192503,0,22,30,241,0,0,0,164,164,12,0.0398325989807091,0,0,39,10,22,6,21,3,4,15,5,0,0,2,0,0,0,0,0,0,0,0,0,7,44,4,1,1,0,0,1,3,2,0,33,0.333333333333333,0,0,1,0,0,0,0,0,0,2,0,0,33,43;48,,33,91,0,1,1,0,0,1,0,0,0,0,0
